1 24.8
2 24.5
3 24.3
4 24.3
5 24.2
6 24.3
7 24.9
8 25.7
9 26.7
10 27.6
11 28.0
12 29.4
13 29.9
14 30.1
15 30.4
16 30.2
17 29.2
18 28.5
19 27.5
20 26.9
21 26.2
22 25.1
23 24.1
24 23.6
