1 -5.6
2 -5.5
3 -5.5
4 -5.7
5 -5.7
6 -5.6
7 -5.6
8 -5.4
9 -4.9
10 -4.5
11 -4.1
12 -3.2
13 -2.7
14 -2.2
15 -2.3
16 -3.2
17 -3.7
18 -4.3
19 -4.2
20 -4.5
21 -4.7
22 -4.7
23 -4.8
24 -4.8
