1 22.3
2 22.2
3 21.7
4 21.0
5 20.0
6 20.8
7 23.1
8 23.1
9 22.6
10 25.1
11 27.5
12 27.7
13 27.6
14 28.3
15 27.8
16 25.4
17 24.7
18 23.8
19 23.3
20 22.9
21 22.5
22 21.9
23 20.0 
24 19.4
