1 24.4
2 24.0
3 24.1 
4 23.1
5 23.4
6 24.2
7 24.8
8 25.8 
9 26.5
10 27.6
11 27.9
12 28.8
13 29.6
14 30.6
15 29.8
16 29.8
17 28.5
18 27.8
19 26.7
20 26.2
21 25.9
22 25.1
23 23.7 
24 23.1
