1 -9.2
2 -9.0
3 -9.1
4 -9.2
5 -9.2
6 -9.6
7 -9.0
8 -9.4
9 -7.9
10 -6.9
11 -6.8
12 -6.3
13 -6.2
14 -6.4
15 -6.5
16 -6.6
17 -8.0
18 -8.0
19 -8.2
20 -8.4
21 -7.9
22 -8.1
23 -8.1
24 -7.9
